ID,ring,Type1
pak,10,F-type ATPase
sah,10,F-type ATPase
pam,10,F-type ATPase
cju,10,F-type ATPase
syc,10,F-type ATPase
syg,10,F-type ATPase
syf,10,F-type ATPase
sye,10,F-type ATPase
oih,10,F-type ATPase
smf,10,F-type ATPase
pha,10,F-type ATPase
syn,10,F-type ATPase
lxx,10,F-type ATPase
syr,10,F-type ATPase
vvm,10,F-type ATPase
syw,10,F-type ATPase
wpi,10,F-type ATPase
nis,10,F-type ATPase
mpa,10,F-type ATPase
noc,10,F-type ATPase
nit,10,F-type ATPase
gsu,10,F-type ATPase
ccu,10,F-type ATPase
ccv,10,F-type ATPase
ccr,10,F-type ATPase
xcc,10,F-type ATPase
tit,10,F-type ATPase
cco,10,F-type ATPase
cch,10,F-type ATPase
san,10,F-type ATPase
mha,10,F-type ATPase
ldb,10,F-type ATPase
lde,10,F-type ATPase
tcu,10,F-type ATPase
mfl,10,F-type ATPase
mfm,10,F-type ATPase
mlc,10,F-type ATPase
teq,10,F-type ATPase
sku,10,F-type ATPase
ypb,10,F-type ATPase
eli,10,F-type ATPase
gmc,10,F-type ATPase
hac,10,F-type ATPase
sjj,10,F-type ATPase
gme,10,F-type ATPase
ske,10,F-type ATPase
ade,10,F-type ATPase
adn,10,F-type ATPase
has,10,F-type ATPase
sea,10,F-type ATPase
ami,10,F-type ATPase
lcr,10,F-type ATPase
psm,10,F-type ATPase
ama,10,F-type ATPase
amc,10,F-type ATPase
psa,10,F-type ATPase
lcz,10,F-type ATPase
amd,10,F-type ATPase
amf,10,F-type ATPase
sac,10,F-type ATPase
lcb,10,F-type ATPase
lca,10,F-type ATPase
mhj,10,F-type ATPase
psp,10,F-type ATPase
amu,10,F-type ATPase
amt,10,F-type ATPase
pst,10,F-type ATPase
psu,10,F-type ATPase
bpa,10,F-type ATPase
mho,10,F-type ATPase
bpe,10,F-type ATPase
ljo,10,F-type ATPase
rpb,10,F-type ATPase
bph,10,F-type ATPase
bpm,10,F-type ATPase
aph,10,F-type ATPase
bpo,10,F-type ATPase
bpn,10,F-type ATPase
eel,10,F-type ATPase
bps,10,F-type ATPase
bpr,10,F-type ATPase
bpu,10,F-type ATPase
xom,10,F-type ATPase
mhy,10,F-type ATPase
bpy,10,F-type ATPase
wbm,10,F-type ATPase
xfa,10,F-type ATPase
mhp,10,F-type ATPase
gbr,10,F-type ATPase
jan,10,F-type ATPase
saa,10,F-type ATPase
vsa,10,F-type ATPase
ols,10,F-type ATPase
vvu,10,F-type ATPase
ljf,10,F-type ATPase
tmr,10,F-type ATPase
gvi,10,F-type ATPase
tmt,10,F-type ATPase
ica,10,F-type ATPase
ter,10,F-type ATPase
gvg,10,F-type ATPase
tma,10,F-type ATPase
pen,10,F-type ATPase
esc,10,F-type ATPase
tme,10,F-type ATPase
esa,10,F-type ATPase
tye,10,F-type ATPase
dda,10,F-type ATPase
ddf,10,F-type ATPase
dde,10,F-type ATPase
cni,10,F-type ATPase
mms,10,F-type ATPase
plu,10,F-type ATPase
nmu,10,F-type ATPase
ppn,10,F-type ATPase
cgl,10,F-type ATPase
hse,10,F-type ATPase
cgb,10,F-type ATPase
hso,10,F-type ATPase
nme,10,F-type ATPase
pla,10,F-type ATPase
nma,10,F-type ATPase
plm,10,F-type ATPase
cgt,10,F-type ATPase
sbo,10,F-type ATPase
nmi,10,F-type ATPase
aca,10,F-type ATPase
dze,10,F-type ATPase
bge,10,F-type ATPase
acd,10,F-type ATPase
nda,10,F-type ATPase
aci,10,F-type ATPase
bgl,10,F-type ATPase
sfl,10,F-type ATPase
acm,10,F-type ATPase
srm,10,F-type ATPase
acr,10,F-type ATPase
bgr,10,F-type ATPase
xne,10,F-type ATPase
srt,10,F-type ATPase
sru,10,F-type ATPase
kra,10,F-type ATPase
bbe,10,F-type ATPase
mbo,10,F-type ATPase
ppf,10,F-type ATPase
bja,10,F-type ATPase
ahe,10,F-type ATPase
mss,10,F-type ATPase
sml,10,F-type ATPase
pph,10,F-type ATPase
mba,10,F-type ATPase
ppm,10,F-type ATPase
son,10,F-type ATPase
ppr,10,F-type ATPase
psb,10,F-type ATPase
ppu,10,F-type ATPase
mbt,10,F-type ATPase
mbv,10,F-type ATPase
soz,10,F-type ATPase
sad,10,F-type ATPase
rcp,10,F-type ATPase
rcm,10,F-type ATPase
rco,10,F-type ATPase
rce,10,F-type ATPase
vap,10,F-type ATPase
rca,10,F-type ATPase
bcl,10,F-type ATPase
eam,10,F-type ATPase
sds,10,F-type ATPase
bur,10,F-type ATPase
sdy,10,F-type ATPase
eay,10,F-type ATPase
sde,10,F-type ATPase
pwa,10,F-type ATPase
sdl,10,F-type ATPase
buc,10,F-type ATPase
sdn,10,F-type ATPase
eat,10,F-type ATPase
dma,10,F-type ATPase
xac,10,F-type ATPase
mts,10,F-type ATPase
snc,10,F-type ATPase
saf,10,F-type ATPase
mtt,10,F-type ATPase
mtu,10,F-type ATPase
bcd,10,F-type ATPase
bce,10,F-type ATPase
mtb,10,F-type ATPase
mtc,10,F-type ATPase
mta,10,F-type ATPase
mtf,10,F-type ATPase
cpb,10,F-type ATPase
cbc,10,F-type ATPase
rva,10,F-type ATPase
cpc,10,F-type ATPase
cbf,10,F-type ATPase
cbg,10,F-type ATPase
cbd,10,F-type ATPase
cbe,10,F-type ATPase
cbk,10,F-type ATPase
cbh,10,F-type ATPase
cbi,10,F-type ATPase
cbo,10,F-type ATPase
bca,10,F-type ATPase
cbt,10,F-type ATPase
cbu,10,F-type ATPase
cby,10,F-type ATPase
hpy,10,F-type ATPase
mci,10,F-type ATPase
hps,10,F-type ATPase
oan,10,F-type ATPase
hpp,10,F-type ATPase
nam,10,F-type ATPase
nar,10,F-type ATPase
hpj,10,F-type ATPase
tin,10,F-type ATPase
tpt,10,F-type ATPase
hpl,10,F-type ATPase
naz,10,F-type ATPase
hpb,10,F-type ATPase
hpa,10,F-type ATPase
hpg,10,F-type ATPase
lpj,10,F-type ATPase
lga,10,F-type ATPase
vcj,10,F-type ATPase
kvu,10,F-type ATPase
bcv,10,F-type ATPase
hna,10,F-type ATPase
cpi,10,F-type ATPase
bcn,10,F-type ATPase
bco,10,F-type ATPase
hne,10,F-type ATPase
bci,10,F-type ATPase
bcj,10,F-type ATPase
cpo,10,F-type ATPase
eok,10,F-type ATPase
eoj,10,F-type ATPase
eoi,10,F-type ATPase
eoh,10,F-type ATPase
cpe,10,F-type ATPase
cpf,10,F-type ATPase
agr,10,F-type ATPase
rxy,10,F-type ATPase
vch,10,F-type ATPase
xbo,10,F-type ATPase
wvi,10,F-type ATPase
bcx,10,F-type ATPase
bcy,10,F-type ATPase
bcz,10,F-type ATPase
dvu,10,F-type ATPase
cpr,10,F-type ATPase
cps,10,F-type ATPase
cpu,10,F-type ATPase
sco,11,F-type ATPase
smt,11,F-type ATPase
bvu,11,F-type ATPase
pth,11,F-type ATPase
osp,11,F-type ATPase
lmf,11,F-type ATPase
sca,11,F-type ATPase
scb,11,F-type ATPase
bva,11,F-type ATPase
llo,11,F-type ATPase
nwa,11,F-type ATPase
rop,11,F-type ATPase
lla,11,F-type ATPase
vco,11,F-type ATPase
ngk,11,F-type ATPase
blm,11,F-type ATPase
ots,11,F-type ATPase
zmn,11,F-type ATPase
zmo,11,F-type ATPase
lki,11,F-type ATPase
nse,11,F-type ATPase
vex,11,F-type ATPase
bqu,11,F-type ATPase
nwi,11,F-type ATPase
mpe,11,F-type ATPase
lre,11,F-type ATPase
lrf,11,F-type ATPase
mpn,11,F-type ATPase
mpo,11,F-type ATPase
ftf,11,F-type ATPase
mpu,11,F-type ATPase
fal,11,F-type ATPase
bld,11,F-type ATPase
sme,11,F-type ATPase
hya,11,F-type ATPase
din,11,F-type ATPase
smd,11,F-type ATPase
cmi,11,F-type ATPase
smc,11,F-type ATPase
dia,11,F-type ATPase
gur,11,F-type ATPase
wsu,11,F-type ATPase
min,11,F-type ATPase
trq,11,F-type ATPase
bxe,11,F-type ATPase
pmt,11,F-type ATPase
pmu,11,F-type ATPase
cfl,11,F-type ATPase
tel,11,F-type ATPase
pmr,11,F-type ATPase
rec,11,F-type ATPase
pmx,11,F-type ATPase
pmy,11,F-type ATPase
pmz,11,F-type ATPase
plt,11,F-type ATPase
pma,11,F-type ATPase
mmy,11,F-type ATPase
pmn,11,F-type ATPase
pmh,11,F-type ATPase
pmi,11,F-type ATPase
tdn,11,F-type ATPase
mmc,11,F-type ATPase
aba,11,F-type ATPase
abc,11,F-type ATPase
asu,11,F-type ATPase
xop,11,F-type ATPase
sun,11,F-type ATPase
sul,11,F-type ATPase
hde,11,F-type ATPase
abn,11,F-type ATPase
abo,11,F-type ATPase
rle,11,F-type ATPase
ran,11,F-type ATPase
abu,11,F-type ATPase
xoo,11,F-type ATPase
net,11,F-type ATPase
neu,11,F-type ATPase
rlg,11,F-type ATPase
sbm,11,F-type ATPase
mea,11,F-type ATPase
xfn,11,F-type ATPase
sav,11,F-type ATPase
mlu,11,F-type ATPase
mei,11,F-type ATPase
meh,11,F-type ATPase
mep,11,F-type ATPase
mes,11,F-type ATPase
mmr,11,F-type ATPase
caa,11,F-type ATPase
ctt,11,F-type ATPase
glo,11,F-type ATPase
sjp,11,F-type ATPase
hba,11,F-type ATPase
mmo,11,F-type ATPase
bov,11,F-type ATPase
rde,11,F-type ATPase
cte,11,F-type ATPase
mmi,11,F-type ATPase
sew,11,F-type ATPase
rdn,11,F-type ATPase
cti,11,F-type ATPase
sgy,11,F-type ATPase
xcb,11,F-type ATPase
ipa,11,F-type ATPase
tau,11,F-type ATPase
aps,11,F-type ATPase
lmo,11,F-type ATPase
ipo,11,F-type ATPase
brm,11,F-type ATPase
apn,11,F-type ATPase
sgl,11,F-type ATPase
sgo,11,F-type ATPase
brh,11,F-type ATPase
apb,11,F-type ATPase
apa,11,F-type ATPase
bra,11,F-type ATPase
cha,11,F-type ATPase
chd,11,F-type ATPase
msy,11,F-type ATPase
dno,11,F-type ATPase
chl,11,F-type ATPase
msp,11,F-type ATPase
tws,11,F-type ATPase
msk,11,F-type ATPase
chu,11,F-type ATPase
pmm,11,F-type ATPase
chy,11,F-type ATPase
mmb,11,F-type ATPase
svo,11,F-type ATPase
ooe,11,F-type ATPase
vpr,11,F-type ATPase
pfl,11,F-type ATPase
pfo,11,F-type ATPase
vpe,11,F-type ATPase
pfs,11,F-type ATPase
pfr,11,F-type ATPase
vpa,11,F-type ATPase
eru,11,F-type ATPase
erw,11,F-type ATPase
car,11,F-type ATPase
fba,11,F-type ATPase
det,11,F-type ATPase
swo,11,F-type ATPase
cat,11,F-type ATPase
deh,11,F-type ATPase
ere,11,F-type ATPase
erg,11,F-type ATPase
cao,11,F-type ATPase
cac,11,F-type ATPase
deb,11,F-type ATPase
deg,11,F-type ATPase
spx,11,F-type ATPase
spy,11,F-type ATPase
spz,11,F-type ATPase
xca,11,F-type ATPase
spn,11,F-type ATPase
spp,11,F-type ATPase
nde,11,F-type ATPase
spr,11,F-type ATPase
sps,11,F-type ATPase
spt,11,F-type ATPase
sph,11,F-type ATPase
spi,11,F-type ATPase
spj,11,F-type ATPase
spk,11,F-type ATPase
xcv,11,F-type ATPase
spm,11,F-type ATPase
hhe,11,F-type ATPase
tam,11,F-type ATPase
tal,11,F-type ATPase
spa,11,F-type ATPase
spb,11,F-type ATPase
spc,11,F-type ATPase
spe,11,F-type ATPase
spf,11,F-type ATPase
spg,11,F-type ATPase
afl,11,F-type ATPase
afo,11,F-type ATPase
sit,11,F-type ATPase
cse,11,F-type ATPase
afe,11,F-type ATPase
bcq,11,F-type ATPase
csa,11,F-type ATPase
krh,11,F-type ATPase
csc,11,F-type ATPase
ent,11,F-type ATPase
gct,11,F-type ATPase
fps,11,F-type ATPase
cst,11,F-type ATPase
afw,11,F-type ATPase
sil,11,F-type ATPase
pub,11,F-type ATPase
lam,11,F-type ATPase
lai,11,F-type ATPase
sna,11,F-type ATPase
sno,11,F-type ATPase
snm,11,F-type ATPase
lac,11,F-type ATPase
maa,11,F-type ATPase
mac,11,F-type ATPase
enc,11,F-type ATPase
mag,11,F-type ATPase
npu,11,F-type ATPase
pat,11,F-type ATPase
mal,11,F-type ATPase
las,11,F-type ATPase
vfm,11,F-type ATPase
vfi,11,F-type ATPase
lhk,11,F-type ATPase
axy,11,F-type ATPase
hfe,11,F-type ATPase
lsg,11,F-type ATPase
lsa,11,F-type ATPase
lso,11,F-type ATPase
lsl,11,F-type ATPase
ttu,11,F-type ATPase
hoh,11,F-type ATPase
wri,11,F-type ATPase
tte,11,F-type ATPase
clo,11,F-type ATPase
cli,11,F-type ATPase
clj,11,F-type ATPase
pcr,11,F-type ATPase
cla,11,F-type ATPase
pct,11,F-type ATPase
pcu,11,F-type ATPase
cly,11,F-type ATPase
nsa,11,F-type ATPase
msu,11,F-type ATPase
cef,11,F-type ATPase
pru,11,F-type ATPase
crp,11,F-type ATPase
dak,11,F-type ATPase
dat,11,F-type ATPase
tjr,11,F-type ATPase
dap,11,F-type ATPase
dar,11,F-type ATPase
das,11,F-type ATPase
dps,11,F-type ATPase
bas,11,F-type ATPase
kpu,11,F-type ATPase
nfa,11,F-type ATPase
kpe,11,F-type ATPase
pao,11,F-type ATPase
kpn,11,F-type ATPase
lfe,11,F-type ATPase
mdi,11,F-type ATPase
seq,11,F-type ATPase
mat,11,F-type ATPase
ftu,11,F-type ATPase
vvy,11,F-type ATPase
dsy,11,F-type ATPase
rer,11,F-type ATPase
blt,11,F-type ATPase
smu,11,F-type ATPase
req,11,F-type ATPase
hin,11,F-type ATPase
vcm,11,F-type ATPase
ret,11,F-type ATPase
reu,11,F-type ATPase
fta,11,F-type ATPase
bll,11,F-type ATPase
blo,11,F-type ATPase
bln,11,F-type ATPase
bli,11,F-type ATPase
gox,11,F-type ATPase
blj,11,F-type ATPase
fth,11,F-type ATPase
hch,11,F-type ATPase
blf,11,F-type ATPase
ftm,11,F-type ATPase
ftl,11,F-type ATPase
blc,11,F-type ATPase
blb,11,F-type ATPase
ecf,11,F-type ATPase
ece,11,F-type ATPase
ecc,11,F-type ATPase
eca,11,F-type ATPase
eco,11,F-type ATPase
ecn,11,F-type ATPase
mmw,11,F-type ATPase
ecl,11,F-type ATPase
ecj,11,F-type ATPase
eci,11,F-type ATPase
ech,11,F-type ATPase
ecw,11,F-type ATPase
nth,11,F-type ATPase
asa,11,F-type ATPase
ypz,11,F-type ATPase
ecs,11,F-type ATPase
ecp,11,F-type ATPase
rlt,11,F-type ATPase
lmc,11,F-type ATPase
lme,11,F-type ATPase
ecy,11,F-type ATPase
ecx,11,F-type ATPase
ate,11,F-type ATPase
vha,11,F-type ATPase
atm,11,F-type ATPase
snt,11,F-type ATPase
shm,11,F-type ATPase
atu,11,F-type ATPase
rmr,11,F-type ATPase
nha,11,F-type ATPase
nhl,11,F-type ATPase
wbr,11,F-type ATPase
ser,11,F-type ATPase
syx,11,F-type ATPase
kol,11,F-type ATPase
rru,11,F-type ATPase
rsl,11,F-type ATPase
rso,11,F-type ATPase
gyc,11,F-type ATPase
gya,11,F-type ATPase
rsd,11,F-type ATPase
gym,11,F-type ATPase
pnu,11,F-type ATPase
rsc,11,F-type ATPase
cyb,11,F-type ATPase
cya,11,F-type ATPase
tfu,11,F-type ATPase
tpr,11,F-type ATPase
rsp,11,F-type ATPase
rsq,11,F-type ATPase
aae,11,F-type ATPase
seg,11,F-type ATPase
dth,11,F-type ATPase
stc,11,F-type ATPase
stl,11,F-type ATPase
stm,11,F-type ATPase
sth,11,F-type ATPase
sti,11,F-type ATPase
dte,11,F-type ATPase
stt,11,F-type ATPase
sed,11,F-type ATPase
stp,11,F-type ATPase
aap,11,F-type ATPase
aas,11,F-type ATPase
sty,11,F-type ATPase
sak,11,F-type ATPase
saj,11,F-type ATPase
lbr,11,F-type ATPase
sao,11,F-type ATPase
bhl,11,F-type ATPase
sam,11,F-type ATPase
sal,11,F-type ATPase
bha,11,F-type ATPase
sab,11,F-type ATPase
ral,11,F-type ATPase
rme,11,F-type ATPase
bhe,11,F-type ATPase
rak,11,F-type ATPase
rah,11,F-type ATPase
ank,11,F-type ATPase
bhy,11,F-type ATPase
prw,11,F-type ATPase
lbf,11,F-type ATPase
lbi,11,F-type ATPase
sar,11,F-type ATPase
lbj,11,F-type ATPase
saw,11,F-type ATPase
lbl,11,F-type ATPase
sau,11,F-type ATPase
sat,11,F-type ATPase
yps,11,F-type ATPase
ypp,11,F-type ATPase
mil,11,F-type ATPase
lic,11,F-type ATPase
lil,11,F-type ATPase
rrs,11,F-type ATPase
lin,11,F-type ATPase
mco,11,F-type ATPase
ypa,11,F-type ATPase
lip,11,F-type ATPase
sei,11,F-type ATPase
ype,11,F-type ATPase
gka,11,F-type ATPase
wch,11,F-type ATPase
ypi,11,F-type ATPase
ypn,11,F-type ATPase
ypm,11,F-type ATPase
sfx,11,F-type ATPase
sfv,11,F-type ATPase
bsu,11,F-type ATPase
sfr,11,F-type ATPase
rhi,11,F-type ATPase
bsn,11,F-type ATPase
ppe,11,F-type ATPase
sbc,11,F-type ATPase
rha,11,F-type ATPase
bse,11,F-type ATPase
bsa,11,F-type ATPase
fjo,11,F-type ATPase
bug,11,F-type ATPase
ckl,11,F-type ATPase
cko,11,F-type ATPase
ckn,11,F-type ATPase
cki,11,F-type ATPase
lpp,11,F-type ATPase
lpn,11,F-type ATPase
lpl,11,F-type ATPase
ckp,11,F-type ATPase
lpf,11,F-type ATPase
lpc,11,F-type ATPase
mra,11,F-type ATPase
lpa,11,F-type ATPase
mfa,11,F-type ATPase
dba,11,F-type ATPase
rpc,11,F-type ATPase
cdi,11,F-type ATPase
nla,11,F-type ATPase
dbr,11,F-type ATPase
rty,11,F-type ATPase
bfa,11,F-type ATPase
tcx,11,F-type ATPase
oca,11,F-type ATPase
ngo,11,F-type ATPase
bfl,11,F-type ATPase
bfs,11,F-type ATPase
bfr,11,F-type ATPase
sur,11,F-type ATPase
hip,11,F-type ATPase
hiq,11,F-type ATPase
mga,11,F-type ATPase
sms,11,F-type ATPase
hit,11,F-type ATPase
mge,11,F-type ATPase
ssu,11,F-type ATPase
mgi,11,F-type ATPase
ssv,11,F-type ATPase
ssp,11,F-type ATPase
sss,11,F-type ATPase
tbi,11,F-type ATPase
geb,11,F-type ATPase
ssn,11,F-type ATPase
ssi,11,F-type ATPase
hif,11,F-type ATPase
sse,11,F-type ATPase
ssd,11,F-type ATPase
hil,11,F-type ATPase
tbd,11,F-type ATPase
gem,11,F-type ATPase
ssb,11,F-type ATPase
bav,11,F-type ATPase
rfr,11,F-type ATPase
bat,11,F-type ATPase
gbe,11,F-type ATPase
bar,11,F-type ATPase
dpr,11,F-type ATPase
aex,11,F-type ATPase
gbm,11,F-type ATPase
emi,11,F-type ATPase
bay,11,F-type ATPase
sha,11,F-type ATPase
bae,11,F-type ATPase
bab,11,F-type ATPase
she,11,F-type ATPase
rfe,11,F-type ATPase
ban,11,F-type ATPase
aeh,11,F-type ATPase
bal,11,F-type ATPase
bam,11,F-type ATPase
pbs,11,F-type ATPase
bah,11,F-type ATPase
bai,11,F-type ATPase
ebd,11,F-type ATPase
seu,11,F-type ATPase
set,11,F-type ATPase
eba,11,F-type ATPase
bts,11,F-type ATPase
sep,11,F-type ATPase
ebi,11,F-type ATPase
syd,11,F-type ATPase
bte,11,F-type ATPase
see,11,F-type ATPase
ebw,11,F-type ATPase
sec,11,F-type ATPase
ebr,11,F-type ATPase
btb,11,F-type ATPase
pvi,11,F-type ATPase
sek,11,F-type ATPase
bth,11,F-type ATPase
btk,11,F-type ATPase
seh,11,F-type ATPase
wol,11,F-type ATPase
dly,11,F-type ATPase
twh,11,F-type ATPase
str,11,F-type ATPase
uur,11,F-type ATPase
ypk,11,F-type ATPase
uue,11,F-type ATPase
etr,11,F-type ATPase
fnu,11,F-type ATPase
etw,11,F-type ATPase
gwc,11,F-type ATPase
ilo,11,F-type ATPase
coc,11,F-type ATPase
eta,11,F-type ATPase
pdi,11,F-type ATPase
fno,11,F-type ATPase
mcd,11,F-type ATPase
rpr,11,F-type ATPase
rpt,11,F-type ATPase
rpx,11,F-type ATPase
rpa,11,F-type ATPase
pol,11,F-type ATPase
cba,11,F-type ATPase
rpe,11,F-type ATPase
rpd,11,F-type ATPase
rpf,11,F-type ATPase
rpi,11,F-type ATPase
rpk,11,F-type ATPase
tsa,11,F-type ATPase
ana,11,F-type ATPase
swi,11,F-type ATPase
fra,11,F-type ATPase
bbi,11,F-type ATPase
fri,11,F-type ATPase
zpr,11,F-type ATPase
xau,11,F-type ATPase
bba,11,F-type ATPase
xft,11,F-type ATPase
sez,11,F-type ATPase
lby,11,F-type ATPase
swp,11,F-type ATPase
mxa,11,F-type ATPase
bbt,11,F-type ATPase
bbr,11,F-type ATPase
bbp,11,F-type ATPase
bmb,11,F-type ATPase
bmc,11,F-type ATPase
nri,11,F-type ATPase
bma,11,F-type ATPase
bmf,11,F-type ATPase
bmd,11,F-type ATPase
bme,11,F-type ATPase
bmj,11,F-type ATPase
sag,11,F-type ATPase
gau,11,F-type ATPase
bmi,11,F-type ATPase
mca,11,F-type ATPase
hms,11,F-type ATPase
bmr,11,F-type ATPase
bms,11,F-type ATPase
bmq,11,F-type ATPase
sae,11,F-type ATPase
lgs,11,F-type ATPase
mcu,11,F-type ATPase
mct,11,F-type ATPase
ott,11,F-type ATPase
mcp,11,F-type ATPase
ant,11,F-type ATPase
hdu,11,F-type ATPase
pca,11,F-type ATPase
cow,11,F-type ATPase
mle,11,F-type ATPase
slt,11,F-type ATPase
cts,11,F-type ATPase
slp,11,F-type ATPase
mlo,11,F-type ATPase
rbo,11,F-type ATPase
eic,11,F-type ATPase
cvi,11,F-type ATPase
hdn,11,F-type ATPase
rbe,11,F-type ATPase
slg,11,F-type ATPase
sma,11,F-type ATPase
rba,11,F-type ATPase
pzu,11,F-type ATPase
smh,11,F-type ATPase
vok,11,F-type ATPase
sas,11,F-type ATPase
avn,11,F-type ATPase
avi,11,F-type ATPase
psn,11,F-type ATPase
ava,11,F-type ATPase
pap,11,F-type ATPase
cjk,11,F-type ATPase
par,11,F-type ATPase
cjn,11,F-type ATPase
pau,11,F-type ATPase
pay,11,F-type ATPase
cja,11,F-type ATPase
cjd,11,F-type ATPase
cje,11,F-type ATPase
paa,11,F-type ATPase
pac,11,F-type ATPase
pae,11,F-type ATPase
cjr,11,F-type ATPase
pak,11,F-type ATPase
sah,11,F-type ATPase
pam,11,F-type ATPase
cju,11,F-type ATPase
syc,11,F-type ATPase
syg,11,F-type ATPase
syf,11,F-type ATPase
sye,11,F-type ATPase
oih,11,F-type ATPase
smf,11,F-type ATPase
pha,11,F-type ATPase
syn,11,F-type ATPase
lxx,11,F-type ATPase
syr,11,F-type ATPase
vvm,11,F-type ATPase
syw,11,F-type ATPase
wpi,11,F-type ATPase
nis,11,F-type ATPase
mpa,11,F-type ATPase
noc,11,F-type ATPase
nit,11,F-type ATPase
gsu,11,F-type ATPase
ccu,11,F-type ATPase
ccv,11,F-type ATPase
ccr,11,F-type ATPase
xcc,11,F-type ATPase
tit,11,F-type ATPase
cco,11,F-type ATPase
cch,11,F-type ATPase
san,11,F-type ATPase
mha,11,F-type ATPase
ldb,11,F-type ATPase
lde,11,F-type ATPase
tcu,11,F-type ATPase
mfl,11,F-type ATPase
mfm,11,F-type ATPase
mlc,11,F-type ATPase
teq,11,F-type ATPase
sku,11,F-type ATPase
ypb,11,F-type ATPase
eli,11,F-type ATPase
gmc,11,F-type ATPase
hac,11,F-type ATPase
sjj,11,F-type ATPase
gme,11,F-type ATPase
ske,11,F-type ATPase
ade,11,F-type ATPase
adn,11,F-type ATPase
has,11,F-type ATPase
sea,11,F-type ATPase
ami,11,F-type ATPase
lcr,11,F-type ATPase
psm,11,F-type ATPase
ama,11,F-type ATPase
amc,11,F-type ATPase
psa,11,F-type ATPase
lcz,11,F-type ATPase
amd,11,F-type ATPase
amf,11,F-type ATPase
sac,11,F-type ATPase
lcb,11,F-type ATPase
lca,11,F-type ATPase
mhj,11,F-type ATPase
psp,11,F-type ATPase
amu,11,F-type ATPase
amt,11,F-type ATPase
pst,11,F-type ATPase
psu,11,F-type ATPase
bpa,11,F-type ATPase
mho,11,F-type ATPase
bpe,11,F-type ATPase
ljo,11,F-type ATPase
rpb,11,F-type ATPase
bph,11,F-type ATPase
bpm,11,F-type ATPase
aph,11,F-type ATPase
bpo,11,F-type ATPase
bpn,11,F-type ATPase
eel,11,F-type ATPase
bps,11,F-type ATPase
bpr,11,F-type ATPase
bpu,11,F-type ATPase
xom,11,F-type ATPase
mhy,11,F-type ATPase
bpy,11,F-type ATPase
wbm,11,F-type ATPase
xfa,11,F-type ATPase
mhp,11,F-type ATPase
gbr,11,F-type ATPase
jan,11,F-type ATPase
saa,11,F-type ATPase
vsa,11,F-type ATPase
ols,11,F-type ATPase
vvu,11,F-type ATPase
ljf,11,F-type ATPase
tmr,11,F-type ATPase
gvi,11,F-type ATPase
tmt,11,F-type ATPase
ica,11,F-type ATPase
ter,11,F-type ATPase
gvg,11,F-type ATPase
tma,11,F-type ATPase
pen,11,F-type ATPase
esc,11,F-type ATPase
tme,11,F-type ATPase
esa,11,F-type ATPase
tye,11,F-type ATPase
dda,11,F-type ATPase
ddf,11,F-type ATPase
dde,11,F-type ATPase
cni,11,F-type ATPase
mms,11,F-type ATPase
plu,11,F-type ATPase
nmu,11,F-type ATPase
ppn,11,F-type ATPase
cgl,11,F-type ATPase
hse,11,F-type ATPase
cgb,11,F-type ATPase
hso,11,F-type ATPase
nme,11,F-type ATPase
pla,11,F-type ATPase
nma,11,F-type ATPase
plm,11,F-type ATPase
cgt,11,F-type ATPase
sbo,11,F-type ATPase
nmi,11,F-type ATPase
aca,11,F-type ATPase
dze,11,F-type ATPase
bge,11,F-type ATPase
acd,11,F-type ATPase
nda,11,F-type ATPase
aci,11,F-type ATPase
bgl,11,F-type ATPase
sfl,11,F-type ATPase
acm,11,F-type ATPase
srm,11,F-type ATPase
acr,11,F-type ATPase
bgr,11,F-type ATPase
xne,11,F-type ATPase
srt,11,F-type ATPase
sru,11,F-type ATPase
kra,11,F-type ATPase
bbe,11,F-type ATPase
mbo,11,F-type ATPase
ppf,11,F-type ATPase
bja,11,F-type ATPase
ahe,11,F-type ATPase
mss,11,F-type ATPase
sml,11,F-type ATPase
pph,11,F-type ATPase
mba,11,F-type ATPase
ppm,11,F-type ATPase
son,11,F-type ATPase
ppr,11,F-type ATPase
psb,11,F-type ATPase
ppu,11,F-type ATPase
mbt,11,F-type ATPase
mbv,11,F-type ATPase
soz,11,F-type ATPase
sad,11,F-type ATPase
rcp,11,F-type ATPase
rcm,11,F-type ATPase
rco,11,F-type ATPase
rce,11,F-type ATPase
vap,11,F-type ATPase
rca,11,F-type ATPase
bcl,11,F-type ATPase
eam,11,F-type ATPase
sds,11,F-type ATPase
bur,11,F-type ATPase
sdy,11,F-type ATPase
eay,11,F-type ATPase
sde,11,F-type ATPase
pwa,11,F-type ATPase
sdl,11,F-type ATPase
buc,11,F-type ATPase
sdn,11,F-type ATPase
eat,11,F-type ATPase
dma,11,F-type ATPase
xac,11,F-type ATPase
mts,11,F-type ATPase
snc,11,F-type ATPase
saf,11,F-type ATPase
mtt,11,F-type ATPase
mtu,11,F-type ATPase
bcd,11,F-type ATPase
bce,11,F-type ATPase
mtb,11,F-type ATPase
mtc,11,F-type ATPase
mta,11,F-type ATPase
mtf,11,F-type ATPase
cpb,11,F-type ATPase
cbc,11,F-type ATPase
rva,11,F-type ATPase
cpc,11,F-type ATPase
cbf,11,F-type ATPase
cbg,11,F-type ATPase
cbd,11,F-type ATPase
cbe,11,F-type ATPase
cbk,11,F-type ATPase
cbh,11,F-type ATPase
cbi,11,F-type ATPase
