ID,ring,Type1
ppe,9,F-type ATPase
sbc,9,F-type ATPase
rha,9,F-type ATPase
bse,9,F-type ATPase
bsa,9,F-type ATPase
fjo,9,F-type ATPase
bug,9,F-type ATPase
ckl,9,F-type ATPase
cko,9,F-type ATPase
ckn,9,F-type ATPase
cki,9,F-type ATPase
lpp,9,F-type ATPase
lpn,9,F-type ATPase
lpl,9,F-type ATPase
ckp,9,F-type ATPase
lpf,9,F-type ATPase
lpc,9,F-type ATPase
mra,9,F-type ATPase
lpa,9,F-type ATPase
mfa,9,F-type ATPase
dba,9,F-type ATPase
rpc,9,F-type ATPase
cdi,9,F-type ATPase
nla,9,F-type ATPase
dbr,9,F-type ATPase
rty,9,F-type ATPase
bfa,9,F-type ATPase
tcx,9,F-type ATPase
oca,9,F-type ATPase
ngo,9,F-type ATPase
bfl,9,F-type ATPase
bfs,9,F-type ATPase
bfr,9,F-type ATPase
sur,9,F-type ATPase
hip,9,F-type ATPase
hiq,9,F-type ATPase
mga,9,F-type ATPase
sms,9,F-type ATPase
hit,9,F-type ATPase
mge,9,F-type ATPase
ssu,9,F-type ATPase
mgi,9,F-type ATPase
ssv,9,F-type ATPase
ssp,9,F-type ATPase
sss,9,F-type ATPase
tbi,9,F-type ATPase
geb,9,F-type ATPase
ssn,9,F-type ATPase
ssi,9,F-type ATPase
hif,9,F-type ATPase
sse,9,F-type ATPase
ssd,9,F-type ATPase
hil,9,F-type ATPase
tbd,9,F-type ATPase
gem,9,F-type ATPase
ssb,9,F-type ATPase
bav,9,F-type ATPase
rfr,9,F-type ATPase
bat,9,F-type ATPase
gbe,9,F-type ATPase
bar,9,F-type ATPase
dpr,9,F-type ATPase
aex,9,F-type ATPase
gbm,9,F-type ATPase
emi,9,F-type ATPase
bay,9,F-type ATPase
sha,9,F-type ATPase
bae,9,F-type ATPase
bab,9,F-type ATPase
she,9,F-type ATPase
rfe,9,F-type ATPase
ban,9,F-type ATPase
aeh,9,F-type ATPase
bal,9,F-type ATPase
bam,9,F-type ATPase
pbs,9,F-type ATPase
bah,9,F-type ATPase
bai,9,F-type ATPase
ebd,9,F-type ATPase
seu,9,F-type ATPase
set,9,F-type ATPase
eba,9,F-type ATPase
bts,9,F-type ATPase
sep,9,F-type ATPase
ebi,9,F-type ATPase
syd,9,F-type ATPase
bte,9,F-type ATPase
see,9,F-type ATPase
ebw,9,F-type ATPase
sec,9,F-type ATPase
ebr,9,F-type ATPase
btb,9,F-type ATPase
pvi,9,F-type ATPase
sek,9,F-type ATPase
bth,9,F-type ATPase
btk,9,F-type ATPase
seh,9,F-type ATPase
wol,9,F-type ATPase
dly,9,F-type ATPase
twh,9,F-type ATPase
str,9,F-type ATPase
uur,9,F-type ATPase
ypk,9,F-type ATPase
uue,9,F-type ATPase
etr,9,F-type ATPase
fnu,9,F-type ATPase
etw,9,F-type ATPase
gwc,9,F-type ATPase
ilo,9,F-type ATPase
coc,9,F-type ATPase
eta,9,F-type ATPase
pdi,9,F-type ATPase
fno,9,F-type ATPase
mcd,9,F-type ATPase
rpr,9,F-type ATPase
rpt,9,F-type ATPase
rpx,9,F-type ATPase
rpa,9,F-type ATPase
pol,9,F-type ATPase
cba,9,F-type ATPase
rpe,9,F-type ATPase
rpd,9,F-type ATPase
rpf,9,F-type ATPase
rpi,9,F-type ATPase
rpk,9,F-type ATPase
tsa,9,F-type ATPase
ana,9,F-type ATPase
swi,9,F-type ATPase
fra,9,F-type ATPase
bbi,9,F-type ATPase
fri,9,F-type ATPase
zpr,9,F-type ATPase
xau,9,F-type ATPase
bba,9,F-type ATPase
xft,9,F-type ATPase
sez,9,F-type ATPase
lby,9,F-type ATPase
swp,9,F-type ATPase
mxa,9,F-type ATPase
bbt,9,F-type ATPase
bbr,9,F-type ATPase
bbp,9,F-type ATPase
bmb,9,F-type ATPase
bmc,9,F-type ATPase
nri,9,F-type ATPase
bma,9,F-type ATPase
bmf,9,F-type ATPase
bmd,9,F-type ATPase
bme,9,F-type ATPase
bmj,9,F-type ATPase
sag,9,F-type ATPase
gau,9,F-type ATPase
bmi,9,F-type ATPase
mca,9,F-type ATPase
hms,9,F-type ATPase
bmr,9,F-type ATPase
bms,9,F-type ATPase
bmq,9,F-type ATPase
sae,9,F-type ATPase
lgs,9,F-type ATPase
mcu,9,F-type ATPase
mct,9,F-type ATPase
ott,9,F-type ATPase
mcp,9,F-type ATPase
ant,9,F-type ATPase
hdu,9,F-type ATPase
pca,9,F-type ATPase
cow,9,F-type ATPase
mle,9,F-type ATPase
slt,9,F-type ATPase
cts,9,F-type ATPase
slp,9,F-type ATPase
mlo,9,F-type ATPase
rbo,9,F-type ATPase
eic,9,F-type ATPase
cvi,9,F-type ATPase
hdn,9,F-type ATPase
rbe,9,F-type ATPase
slg,9,F-type ATPase
sma,9,F-type ATPase
rba,9,F-type ATPase
pzu,9,F-type ATPase
smh,9,F-type ATPase
vok,9,F-type ATPase
sas,9,F-type ATPase
avn,9,F-type ATPase
avi,9,F-type ATPase
psn,9,F-type ATPase
ava,9,F-type ATPase
pap,9,F-type ATPase
cjk,9,F-type ATPase
par,9,F-type ATPase
cjn,9,F-type ATPase
pau,9,F-type ATPase
pay,9,F-type ATPase
cja,9,F-type ATPase
cjd,9,F-type ATPase
cje,9,F-type ATPase
paa,9,F-type ATPase
pac,9,F-type ATPase
pae,9,F-type ATPase
cjr,9,F-type ATPase
pak,9,F-type ATPase
sah,9,F-type ATPase
pam,9,F-type ATPase
cju,9,F-type ATPase
syc,9,F-type ATPase
syg,9,F-type ATPase
syf,9,F-type ATPase
sye,9,F-type ATPase
oih,9,F-type ATPase
smf,9,F-type ATPase
pha,9,F-type ATPase
syn,9,F-type ATPase
lxx,9,F-type ATPase
syr,9,F-type ATPase
vvm,9,F-type ATPase
syw,9,F-type ATPase
wpi,9,F-type ATPase
nis,9,F-type ATPase
mpa,9,F-type ATPase
noc,9,F-type ATPase
nit,9,F-type ATPase
gsu,9,F-type ATPase
ccu,9,F-type ATPase
ccv,9,F-type ATPase
ccr,9,F-type ATPase
xcc,9,F-type ATPase
tit,9,F-type ATPase
cco,9,F-type ATPase
cch,9,F-type ATPase
san,9,F-type ATPase
mha,9,F-type ATPase
ldb,9,F-type ATPase
lde,9,F-type ATPase
tcu,9,F-type ATPase
mfl,9,F-type ATPase
mfm,9,F-type ATPase
mlc,9,F-type ATPase
teq,9,F-type ATPase
sku,9,F-type ATPase
ypb,9,F-type ATPase
eli,9,F-type ATPase
gmc,9,F-type ATPase
hac,9,F-type ATPase
sjj,9,F-type ATPase
gme,9,F-type ATPase
ske,9,F-type ATPase
ade,9,F-type ATPase
adn,9,F-type ATPase
has,9,F-type ATPase
sea,9,F-type ATPase
ami,9,F-type ATPase
lcr,9,F-type ATPase
psm,9,F-type ATPase
ama,9,F-type ATPase
amc,9,F-type ATPase
psa,9,F-type ATPase
lcz,9,F-type ATPase
amd,9,F-type ATPase
amf,9,F-type ATPase
sac,9,F-type ATPase
lcb,9,F-type ATPase
lca,9,F-type ATPase
mhj,9,F-type ATPase
psp,9,F-type ATPase
amu,9,F-type ATPase
amt,9,F-type ATPase
pst,9,F-type ATPase
psu,9,F-type ATPase
bpa,9,F-type ATPase
mho,9,F-type ATPase
bpe,9,F-type ATPase
ljo,9,F-type ATPase
rpb,9,F-type ATPase
bph,9,F-type ATPase
bpm,9,F-type ATPase
aph,9,F-type ATPase
bpo,9,F-type ATPase
bpn,9,F-type ATPase
eel,9,F-type ATPase
bps,9,F-type ATPase
bpr,9,F-type ATPase
bpu,9,F-type ATPase
xom,9,F-type ATPase
mhy,9,F-type ATPase
bpy,9,F-type ATPase
wbm,9,F-type ATPase
xfa,9,F-type ATPase
mhp,9,F-type ATPase
gbr,9,F-type ATPase
jan,9,F-type ATPase
saa,9,F-type ATPase
vsa,9,F-type ATPase
ols,9,F-type ATPase
vvu,9,F-type ATPase
ljf,9,F-type ATPase
tmr,9,F-type ATPase
gvi,9,F-type ATPase
tmt,9,F-type ATPase
ica,9,F-type ATPase
ter,9,F-type ATPase
gvg,9,F-type ATPase
tma,9,F-type ATPase
pen,9,F-type ATPase
esc,9,F-type ATPase
tme,9,F-type ATPase
esa,9,F-type ATPase
tye,9,F-type ATPase
dda,9,F-type ATPase
ddf,9,F-type ATPase
dde,9,F-type ATPase
cni,9,F-type ATPase
mms,9,F-type ATPase
plu,9,F-type ATPase
nmu,9,F-type ATPase
ppn,9,F-type ATPase
cgl,9,F-type ATPase
hse,9,F-type ATPase
cgb,9,F-type ATPase
hso,9,F-type ATPase
nme,9,F-type ATPase
pla,9,F-type ATPase
nma,9,F-type ATPase
plm,9,F-type ATPase
cgt,9,F-type ATPase
sbo,9,F-type ATPase
nmi,9,F-type ATPase
aca,9,F-type ATPase
dze,9,F-type ATPase
bge,9,F-type ATPase
acd,9,F-type ATPase
nda,9,F-type ATPase
aci,9,F-type ATPase
bgl,9,F-type ATPase
sfl,9,F-type ATPase
acm,9,F-type ATPase
srm,9,F-type ATPase
acr,9,F-type ATPase
bgr,9,F-type ATPase
xne,9,F-type ATPase
srt,9,F-type ATPase
sru,9,F-type ATPase
kra,9,F-type ATPase
bbe,9,F-type ATPase
mbo,9,F-type ATPase
ppf,9,F-type ATPase
bja,9,F-type ATPase
ahe,9,F-type ATPase
mss,9,F-type ATPase
sml,9,F-type ATPase
pph,9,F-type ATPase
mba,9,F-type ATPase
ppm,9,F-type ATPase
son,9,F-type ATPase
ppr,9,F-type ATPase
psb,9,F-type ATPase
ppu,9,F-type ATPase
mbt,9,F-type ATPase
mbv,9,F-type ATPase
soz,9,F-type ATPase
sad,9,F-type ATPase
rcp,9,F-type ATPase
rcm,9,F-type ATPase
rco,9,F-type ATPase
rce,9,F-type ATPase
vap,9,F-type ATPase
rca,9,F-type ATPase
bcl,9,F-type ATPase
eam,9,F-type ATPase
sds,9,F-type ATPase
bur,9,F-type ATPase
sdy,9,F-type ATPase
eay,9,F-type ATPase
sde,9,F-type ATPase
pwa,9,F-type ATPase
sdl,9,F-type ATPase
buc,9,F-type ATPase
sdn,9,F-type ATPase
eat,9,F-type ATPase
dma,9,F-type ATPase
xac,9,F-type ATPase
mts,9,F-type ATPase
snc,9,F-type ATPase
saf,9,F-type ATPase
mtt,9,F-type ATPase
mtu,9,F-type ATPase
bcd,9,F-type ATPase
bce,9,F-type ATPase
mtb,9,F-type ATPase
mtc,9,F-type ATPase
mta,9,F-type ATPase
mtf,9,F-type ATPase
cpb,9,F-type ATPase
cbc,9,F-type ATPase
rva,9,F-type ATPase
cpc,9,F-type ATPase
cbf,9,F-type ATPase
cbg,9,F-type ATPase
cbd,9,F-type ATPase
cbe,9,F-type ATPase
cbk,9,F-type ATPase
cbh,9,F-type ATPase
cbi,9,F-type ATPase
cbo,9,F-type ATPase
bca,9,F-type ATPase
cbt,9,F-type ATPase
cbu,9,F-type ATPase
cby,9,F-type ATPase
hpy,9,F-type ATPase
mci,9,F-type ATPase
hps,9,F-type ATPase
oan,9,F-type ATPase
hpp,9,F-type ATPase
nam,9,F-type ATPase
nar,9,F-type ATPase
hpj,9,F-type ATPase
tin,9,F-type ATPase
tpt,9,F-type ATPase
hpl,9,F-type ATPase
naz,9,F-type ATPase
hpb,9,F-type ATPase
hpa,9,F-type ATPase
hpg,9,F-type ATPase
lpj,9,F-type ATPase
lga,9,F-type ATPase
vcj,9,F-type ATPase
kvu,9,F-type ATPase
bcv,9,F-type ATPase
hna,9,F-type ATPase
cpi,9,F-type ATPase
bcn,9,F-type ATPase
bco,9,F-type ATPase
hne,9,F-type ATPase
bci,9,F-type ATPase
bcj,9,F-type ATPase
cpo,9,F-type ATPase
eok,9,F-type ATPase
eoj,9,F-type ATPase
eoi,9,F-type ATPase
eoh,9,F-type ATPase
cpe,9,F-type ATPase
cpf,9,F-type ATPase
agr,9,F-type ATPase
rxy,9,F-type ATPase
vch,9,F-type ATPase
xbo,9,F-type ATPase
wvi,9,F-type ATPase
bcx,9,F-type ATPase
bcy,9,F-type ATPase
bcz,9,F-type ATPase
dvu,9,F-type ATPase
cpr,9,F-type ATPase
cps,9,F-type ATPase
cpu,9,F-type ATPase
sco,10,F-type ATPase
smt,10,F-type ATPase
bvu,10,F-type ATPase
pth,10,F-type ATPase
osp,10,F-type ATPase
lmf,10,F-type ATPase
sca,10,F-type ATPase
scb,10,F-type ATPase
bva,10,F-type ATPase
llo,10,F-type ATPase
nwa,10,F-type ATPase
rop,10,F-type ATPase
lla,10,F-type ATPase
vco,10,F-type ATPase
ngk,10,F-type ATPase
blm,10,F-type ATPase
ots,10,F-type ATPase
zmn,10,F-type ATPase
zmo,10,F-type ATPase
lki,10,F-type ATPase
nse,10,F-type ATPase
vex,10,F-type ATPase
bqu,10,F-type ATPase
nwi,10,F-type ATPase
mpe,10,F-type ATPase
lre,10,F-type ATPase
lrf,10,F-type ATPase
mpn,10,F-type ATPase
mpo,10,F-type ATPase
ftf,10,F-type ATPase
mpu,10,F-type ATPase
fal,10,F-type ATPase
bld,10,F-type ATPase
sme,10,F-type ATPase
hya,10,F-type ATPase
din,10,F-type ATPase
smd,10,F-type ATPase
cmi,10,F-type ATPase
smc,10,F-type ATPase
dia,10,F-type ATPase
gur,10,F-type ATPase
wsu,10,F-type ATPase
min,10,F-type ATPase
trq,10,F-type ATPase
bxe,10,F-type ATPase
pmt,10,F-type ATPase
pmu,10,F-type ATPase
cfl,10,F-type ATPase
tel,10,F-type ATPase
pmr,10,F-type ATPase
rec,10,F-type ATPase
pmx,10,F-type ATPase
pmy,10,F-type ATPase
pmz,10,F-type ATPase
plt,10,F-type ATPase
pma,10,F-type ATPase
mmy,10,F-type ATPase
pmn,10,F-type ATPase
pmh,10,F-type ATPase
pmi,10,F-type ATPase
tdn,10,F-type ATPase
mmc,10,F-type ATPase
aba,10,F-type ATPase
abc,10,F-type ATPase
asu,10,F-type ATPase
xop,10,F-type ATPase
sun,10,F-type ATPase
sul,10,F-type ATPase
hde,10,F-type ATPase
abn,10,F-type ATPase
abo,10,F-type ATPase
rle,10,F-type ATPase
ran,10,F-type ATPase
abu,10,F-type ATPase
xoo,10,F-type ATPase
net,10,F-type ATPase
neu,10,F-type ATPase
rlg,10,F-type ATPase
sbm,10,F-type ATPase
mea,10,F-type ATPase
xfn,10,F-type ATPase
sav,10,F-type ATPase
mlu,10,F-type ATPase
mei,10,F-type ATPase
meh,10,F-type ATPase
mep,10,F-type ATPase
mes,10,F-type ATPase
mmr,10,F-type ATPase
caa,10,F-type ATPase
ctt,10,F-type ATPase
glo,10,F-type ATPase
sjp,10,F-type ATPase
hba,10,F-type ATPase
mmo,10,F-type ATPase
bov,10,F-type ATPase
rde,10,F-type ATPase
cte,10,F-type ATPase
mmi,10,F-type ATPase
sew,10,F-type ATPase
rdn,10,F-type ATPase
cti,10,F-type ATPase
sgy,10,F-type ATPase
xcb,10,F-type ATPase
ipa,10,F-type ATPase
tau,10,F-type ATPase
aps,10,F-type ATPase
lmo,10,F-type ATPase
ipo,10,F-type ATPase
brm,10,F-type ATPase
apn,10,F-type ATPase
sgl,10,F-type ATPase
sgo,10,F-type ATPase
brh,10,F-type ATPase
apb,10,F-type ATPase
apa,10,F-type ATPase
bra,10,F-type ATPase
cha,10,F-type ATPase
chd,10,F-type ATPase
msy,10,F-type ATPase
dno,10,F-type ATPase
chl,10,F-type ATPase
msp,10,F-type ATPase
tws,10,F-type ATPase
msk,10,F-type ATPase
chu,10,F-type ATPase
pmm,10,F-type ATPase
chy,10,F-type ATPase
mmb,10,F-type ATPase
svo,10,F-type ATPase
ooe,10,F-type ATPase
vpr,10,F-type ATPase
pfl,10,F-type ATPase
pfo,10,F-type ATPase
vpe,10,F-type ATPase
pfs,10,F-type ATPase
pfr,10,F-type ATPase
vpa,10,F-type ATPase
eru,10,F-type ATPase
erw,10,F-type ATPase
car,10,F-type ATPase
fba,10,F-type ATPase
det,10,F-type ATPase
swo,10,F-type ATPase
cat,10,F-type ATPase
deh,10,F-type ATPase
ere,10,F-type ATPase
erg,10,F-type ATPase
cao,10,F-type ATPase
cac,10,F-type ATPase
deb,10,F-type ATPase
deg,10,F-type ATPase
spx,10,F-type ATPase
spy,10,F-type ATPase
spz,10,F-type ATPase
xca,10,F-type ATPase
spn,10,F-type ATPase
spp,10,F-type ATPase
nde,10,F-type ATPase
spr,10,F-type ATPase
sps,10,F-type ATPase
spt,10,F-type ATPase
sph,10,F-type ATPase
spi,10,F-type ATPase
spj,10,F-type ATPase
spk,10,F-type ATPase
xcv,10,F-type ATPase
spm,10,F-type ATPase
hhe,10,F-type ATPase
tam,10,F-type ATPase
tal,10,F-type ATPase
spa,10,F-type ATPase
spb,10,F-type ATPase
spc,10,F-type ATPase
spe,10,F-type ATPase
spf,10,F-type ATPase
spg,10,F-type ATPase
afl,10,F-type ATPase
afo,10,F-type ATPase
sit,10,F-type ATPase
cse,10,F-type ATPase
afe,10,F-type ATPase
bcq,10,F-type ATPase
csa,10,F-type ATPase
krh,10,F-type ATPase
csc,10,F-type ATPase
ent,10,F-type ATPase
gct,10,F-type ATPase
fps,10,F-type ATPase
cst,10,F-type ATPase
afw,10,F-type ATPase
sil,10,F-type ATPase
pub,10,F-type ATPase
lam,10,F-type ATPase
lai,10,F-type ATPase
sna,10,F-type ATPase
sno,10,F-type ATPase
snm,10,F-type ATPase
lac,10,F-type ATPase
maa,10,F-type ATPase
mac,10,F-type ATPase
enc,10,F-type ATPase
mag,10,F-type ATPase
npu,10,F-type ATPase
pat,10,F-type ATPase
mal,10,F-type ATPase
las,10,F-type ATPase
vfm,10,F-type ATPase
vfi,10,F-type ATPase
lhk,10,F-type ATPase
axy,10,F-type ATPase
hfe,10,F-type ATPase
lsg,10,F-type ATPase
lsa,10,F-type ATPase
lso,10,F-type ATPase
lsl,10,F-type ATPase
ttu,10,F-type ATPase
hoh,10,F-type ATPase
wri,10,F-type ATPase
tte,10,F-type ATPase
clo,10,F-type ATPase
cli,10,F-type ATPase
clj,10,F-type ATPase
pcr,10,F-type ATPase
cla,10,F-type ATPase
pct,10,F-type ATPase
pcu,10,F-type ATPase
cly,10,F-type ATPase
nsa,10,F-type ATPase
msu,10,F-type ATPase
cef,10,F-type ATPase
pru,10,F-type ATPase
crp,10,F-type ATPase
dak,10,F-type ATPase
dat,10,F-type ATPase
tjr,10,F-type ATPase
dap,10,F-type ATPase
dar,10,F-type ATPase
das,10,F-type ATPase
dps,10,F-type ATPase
bas,10,F-type ATPase
kpu,10,F-type ATPase
nfa,10,F-type ATPase
kpe,10,F-type ATPase
pao,10,F-type ATPase
kpn,10,F-type ATPase
lfe,10,F-type ATPase
mdi,10,F-type ATPase
seq,10,F-type ATPase
mat,10,F-type ATPase
ftu,10,F-type ATPase
vvy,10,F-type ATPase
dsy,10,F-type ATPase
rer,10,F-type ATPase
blt,10,F-type ATPase
smu,10,F-type ATPase
req,10,F-type ATPase
hin,10,F-type ATPase
vcm,10,F-type ATPase
ret,10,F-type ATPase
reu,10,F-type ATPase
fta,10,F-type ATPase
bll,10,F-type ATPase
blo,10,F-type ATPase
bln,10,F-type ATPase
bli,10,F-type ATPase
gox,10,F-type ATPase
blj,10,F-type ATPase
fth,10,F-type ATPase
hch,10,F-type ATPase
blf,10,F-type ATPase
ftm,10,F-type ATPase
ftl,10,F-type ATPase
blc,10,F-type ATPase
blb,10,F-type ATPase
ecf,10,F-type ATPase
ece,10,F-type ATPase
ecc,10,F-type ATPase
eca,10,F-type ATPase
eco,10,F-type ATPase
ecn,10,F-type ATPase
mmw,10,F-type ATPase
ecl,10,F-type ATPase
ecj,10,F-type ATPase
eci,10,F-type ATPase
ech,10,F-type ATPase
ecw,10,F-type ATPase
nth,10,F-type ATPase
asa,10,F-type ATPase
ypz,10,F-type ATPase
ecs,10,F-type ATPase
ecp,10,F-type ATPase
rlt,10,F-type ATPase
lmc,10,F-type ATPase
lme,10,F-type ATPase
ecy,10,F-type ATPase
ecx,10,F-type ATPase
ate,10,F-type ATPase
vha,10,F-type ATPase
atm,10,F-type ATPase
snt,10,F-type ATPase
shm,10,F-type ATPase
atu,10,F-type ATPase
rmr,10,F-type ATPase
nha,10,F-type ATPase
nhl,10,F-type ATPase
wbr,10,F-type ATPase
ser,10,F-type ATPase
syx,10,F-type ATPase
kol,10,F-type ATPase
rru,10,F-type ATPase
rsl,10,F-type ATPase
rso,10,F-type ATPase
gyc,10,F-type ATPase
gya,10,F-type ATPase
rsd,10,F-type ATPase
gym,10,F-type ATPase
pnu,10,F-type ATPase
rsc,10,F-type ATPase
cyb,10,F-type ATPase
cya,10,F-type ATPase
tfu,10,F-type ATPase
tpr,10,F-type ATPase
rsp,10,F-type ATPase
rsq,10,F-type ATPase
aae,10,F-type ATPase
seg,10,F-type ATPase
dth,10,F-type ATPase
stc,10,F-type ATPase
stl,10,F-type ATPase
stm,10,F-type ATPase
sth,10,F-type ATPase
sti,10,F-type ATPase
dte,10,F-type ATPase
stt,10,F-type ATPase
sed,10,F-type ATPase
stp,10,F-type ATPase
aap,10,F-type ATPase
aas,10,F-type ATPase
sty,10,F-type ATPase
sak,10,F-type ATPase
saj,10,F-type ATPase
lbr,10,F-type ATPase
sao,10,F-type ATPase
bhl,10,F-type ATPase
sam,10,F-type ATPase
sal,10,F-type ATPase
bha,10,F-type ATPase
sab,10,F-type ATPase
ral,10,F-type ATPase
rme,10,F-type ATPase
bhe,10,F-type ATPase
rak,10,F-type ATPase
rah,10,F-type ATPase
ank,10,F-type ATPase
bhy,10,F-type ATPase
prw,10,F-type ATPase
lbf,10,F-type ATPase
lbi,10,F-type ATPase
sar,10,F-type ATPase
lbj,10,F-type ATPase
saw,10,F-type ATPase
lbl,10,F-type ATPase
sau,10,F-type ATPase
sat,10,F-type ATPase
yps,10,F-type ATPase
ypp,10,F-type ATPase
mil,10,F-type ATPase
lic,10,F-type ATPase
lil,10,F-type ATPase
rrs,10,F-type ATPase
lin,10,F-type ATPase
mco,10,F-type ATPase
ypa,10,F-type ATPase
lip,10,F-type ATPase
sei,10,F-type ATPase
ype,10,F-type ATPase
gka,10,F-type ATPase
wch,10,F-type ATPase
ypi,10,F-type ATPase
ypn,10,F-type ATPase
ypm,10,F-type ATPase
sfx,10,F-type ATPase
sfv,10,F-type ATPase
bsu,10,F-type ATPase
sfr,10,F-type ATPase
rhi,10,F-type ATPase
bsn,10,F-type ATPase
ppe,10,F-type ATPase
sbc,10,F-type ATPase
rha,10,F-type ATPase
bse,10,F-type ATPase
bsa,10,F-type ATPase
fjo,10,F-type ATPase
bug,10,F-type ATPase
ckl,10,F-type ATPase
cko,10,F-type ATPase
ckn,10,F-type ATPase
cki,10,F-type ATPase
lpp,10,F-type ATPase
lpn,10,F-type ATPase
lpl,10,F-type ATPase
ckp,10,F-type ATPase
lpf,10,F-type ATPase
lpc,10,F-type ATPase
mra,10,F-type ATPase
lpa,10,F-type ATPase
mfa,10,F-type ATPase
dba,10,F-type ATPase
rpc,10,F-type ATPase
cdi,10,F-type ATPase
nla,10,F-type ATPase
dbr,10,F-type ATPase
rty,10,F-type ATPase
bfa,10,F-type ATPase
tcx,10,F-type ATPase
oca,10,F-type ATPase
ngo,10,F-type ATPase
bfl,10,F-type ATPase
bfs,10,F-type ATPase
bfr,10,F-type ATPase
sur,10,F-type ATPase
hip,10,F-type ATPase
hiq,10,F-type ATPase
mga,10,F-type ATPase
sms,10,F-type ATPase
hit,10,F-type ATPase
mge,10,F-type ATPase
ssu,10,F-type ATPase
mgi,10,F-type ATPase
ssv,10,F-type ATPase
ssp,10,F-type ATPase
sss,10,F-type ATPase
tbi,10,F-type ATPase
geb,10,F-type ATPase
ssn,10,F-type ATPase
ssi,10,F-type ATPase
hif,10,F-type ATPase
sse,10,F-type ATPase
ssd,10,F-type ATPase
hil,10,F-type ATPase
tbd,10,F-type ATPase
gem,10,F-type ATPase
ssb,10,F-type ATPase
bav,10,F-type ATPase
rfr,10,F-type ATPase
bat,10,F-type ATPase
gbe,10,F-type ATPase
bar,10,F-type ATPase
dpr,10,F-type ATPase
aex,10,F-type ATPase
gbm,10,F-type ATPase
emi,10,F-type ATPase
bay,10,F-type ATPase
sha,10,F-type ATPase
bae,10,F-type ATPase
bab,10,F-type ATPase
she,10,F-type ATPase
rfe,10,F-type ATPase
ban,10,F-type ATPase
aeh,10,F-type ATPase
bal,10,F-type ATPase
bam,10,F-type ATPase
pbs,10,F-type ATPase
bah,10,F-type ATPase
bai,10,F-type ATPase
ebd,10,F-type ATPase
seu,10,F-type ATPase
set,10,F-type ATPase
eba,10,F-type ATPase
bts,10,F-type ATPase
sep,10,F-type ATPase
ebi,10,F-type ATPase
syd,10,F-type ATPase
bte,10,F-type ATPase
see,10,F-type ATPase
ebw,10,F-type ATPase
sec,10,F-type ATPase
ebr,10,F-type ATPase
btb,10,F-type ATPase
pvi,10,F-type ATPase
sek,10,F-type ATPase
bth,10,F-type ATPase
btk,10,F-type ATPase
seh,10,F-type ATPase
wol,10,F-type ATPase
dly,10,F-type ATPase
twh,10,F-type ATPase
str,10,F-type ATPase
uur,10,F-type ATPase
ypk,10,F-type ATPase
uue,10,F-type ATPase
etr,10,F-type ATPase
fnu,10,F-type ATPase
etw,10,F-type ATPase
gwc,10,F-type ATPase
ilo,10,F-type ATPase
coc,10,F-type ATPase
eta,10,F-type ATPase
pdi,10,F-type ATPase
fno,10,F-type ATPase
mcd,10,F-type ATPase
rpr,10,F-type ATPase
rpt,10,F-type ATPase
rpx,10,F-type ATPase
rpa,10,F-type ATPase
pol,10,F-type ATPase
cba,10,F-type ATPase
rpe,10,F-type ATPase
rpd,10,F-type ATPase
rpf,10,F-type ATPase
rpi,10,F-type ATPase
rpk,10,F-type ATPase
tsa,10,F-type ATPase
ana,10,F-type ATPase
swi,10,F-type ATPase
fra,10,F-type ATPase
bbi,10,F-type ATPase
fri,10,F-type ATPase
zpr,10,F-type ATPase
xau,10,F-type ATPase
bba,10,F-type ATPase
xft,10,F-type ATPase
sez,10,F-type ATPase
lby,10,F-type ATPase
swp,10,F-type ATPase
mxa,10,F-type ATPase
bbt,10,F-type ATPase
bbr,10,F-type ATPase
bbp,10,F-type ATPase
bmb,10,F-type ATPase
bmc,10,F-type ATPase
nri,10,F-type ATPase
bma,10,F-type ATPase
bmf,10,F-type ATPase
bmd,10,F-type ATPase
bme,10,F-type ATPase
bmj,10,F-type ATPase
sag,10,F-type ATPase
gau,10,F-type ATPase
bmi,10,F-type ATPase
mca,10,F-type ATPase
hms,10,F-type ATPase
bmr,10,F-type ATPase
bms,10,F-type ATPase
bmq,10,F-type ATPase
sae,10,F-type ATPase
lgs,10,F-type ATPase
mcu,10,F-type ATPase
mct,10,F-type ATPase
ott,10,F-type ATPase
mcp,10,F-type ATPase
ant,10,F-type ATPase
hdu,10,F-type ATPase
pca,10,F-type ATPase
cow,10,F-type ATPase
mle,10,F-type ATPase
slt,10,F-type ATPase
cts,10,F-type ATPase
slp,10,F-type ATPase
mlo,10,F-type ATPase
rbo,10,F-type ATPase
eic,10,F-type ATPase
cvi,10,F-type ATPase
hdn,10,F-type ATPase
rbe,10,F-type ATPase
slg,10,F-type ATPase
sma,10,F-type ATPase
rba,10,F-type ATPase
pzu,10,F-type ATPase
smh,10,F-type ATPase
vok,10,F-type ATPase
sas,10,F-type ATPase
avn,10,F-type ATPase
avi,10,F-type ATPase
psn,10,F-type ATPase
ava,10,F-type ATPase
pap,10,F-type ATPase
cjk,10,F-type ATPase
par,10,F-type ATPase
cjn,10,F-type ATPase
pau,10,F-type ATPase
pay,10,F-type ATPase
cja,10,F-type ATPase
cjd,10,F-type ATPase
cje,10,F-type ATPase
paa,10,F-type ATPase
pac,10,F-type ATPase
pae,10,F-type ATPase
cjr,10,F-type ATPase
