ID,Phyla
eic,Spirochaetes
eic,Proteobacteria
cbg,Spirochaetes
cbg,Proteobacteria
rce,Spirochaetes
rce,Proteobacteria
vap,Spirochaetes
vap,Proteobacteria
amf,Spirochaetes
amf,Proteobacteria
tmr,Spirochaetes
tmr,Proteobacteria
aci,Spirochaetes
aci,Proteobacteria
eam,Spirochaetes
eam,Proteobacteria
bpm,Spirochaetes
bpm,Proteobacteria
bcn,Spirochaetes
bcn,Proteobacteria
hpb,Spirochaetes
hpb,Proteobacteria
xbo,Spirochaetes
xbo,Proteobacteria
smd,Spirochaetes
smd,Proteobacteria
sde,Spirochaetes
sde,Proteobacteria
bgr,Spirochaetes
bgr,Proteobacteria
son,Spirochaetes
son,Proteobacteria
nam,Spirochaetes
nam,Proteobacteria
tde,Spirochaetes
tde,Proteobacteria
hpj,Spirochaetes
hpj,Proteobacteria
dma,Spirochaetes
dma,Proteobacteria
bcj,Spirochaetes
bcj,Proteobacteria
rfe,Spirochaetes
rfe,Proteobacteria
rpd,Spirochaetes
rpd,Proteobacteria
cbc,Spirochaetes
cbc,Proteobacteria
noc,Spirochaetes
noc,Proteobacteria
hpg,Spirochaetes
hpg,Proteobacteria
eoj,Spirochaetes
eoj,Proteobacteria
tpp,Spirochaetes
tpp,Proteobacteria
cbd,Spirochaetes
cbd,Proteobacteria
xom,Spirochaetes
xom,Proteobacteria
dde,Spirochaetes
dde,Proteobacteria
hpl,Spirochaetes
hpl,Proteobacteria
bab,Spirochaetes
bab,Proteobacteria
hba,Spirochaetes
hba,Proteobacteria
bma,Spirochaetes
bma,Proteobacteria
pha,Spirochaetes
pha,Proteobacteria
cbu,Spirochaetes
cbu,Proteobacteria
eta,Spirochaetes
eta,Proteobacteria
vvu,Spirochaetes
vvu,Proteobacteria
pzu,Spirochaetes
pzu,Proteobacteria
par,Spirochaetes
par,Proteobacteria
svo,Spirochaetes
svo,Proteobacteria
nme,Spirochaetes
nme,Proteobacteria
nma,Spirochaetes
nma,Proteobacteria
wpi,Spirochaetes
wpi,Proteobacteria
nis,Spirochaetes
nis,Proteobacteria
agr,Spirochaetes
agr,Proteobacteria
ccv,Spirochaetes
ccv,Proteobacteria
dze,Spirochaetes
dze,Proteobacteria
eok,Spirochaetes
eok,Proteobacteria
acd,Spirochaetes
acd,Proteobacteria
eoi,Spirochaetes
eoi,Proteobacteria
cps,Spirochaetes
cps,Proteobacteria
bja,Spirochaetes
bja,Proteobacteria
sea,Spirochaetes
sea,Proteobacteria
amc,Spirochaetes
amc,Proteobacteria
wbm,Spirochaetes
wbm,Proteobacteria
xfa,Spirochaetes
xfa,Proteobacteria
kvu,Spirochaetes
kvu,Proteobacteria
paa,Chlorobi
cts,Chlorobi
pvi,Chlorobi
cli,Chlorobi
cpc,Chlorobi
pph,Chlorobi
plt,Chlorobi
cch,Chlorobi
cpb,Chlorobi
cte,Chlorobi
hya,Aquificae
pmx,Aquificae
sul,Aquificae
dte,Aquificae
tal,Aquificae
saf,Aquificae
tam,Aquificae
aae,Aquificae
cca,Chlamydiae
wch,Chlamydiae
cta,Chlamydiae
cpa,Chlamydiae
ctj,Chlamydiae
cpn,Chlamydiae
cmu,Chlamydiae
cpt,Chlamydiae
ctr,Chlamydiae
cfe,Chlamydiae
cpj,Chlamydiae
cab,Chlamydiae
pcu,Chlamydiae
str,Other
pbs,Other
cni,Other
emi,Other
din,Other
rsd,Other
caa,Other
tai,Other
fsu,Other
dap,Other
smf,Other
aca,Other
tsa,Other
aco,Other
nde,Other
neq,Other
aba,Other
rba,Other
amu,Other
tye,Other
min,Other
dth,Other
ddf,Other
ipo,Other
acm,Other
plm,Other
gau,Other
fnu,Other
ipa,Other
